CASE Number,Accident Date,Accident Time,Day of Week,Nearest Street,At Intersection,Precinct,Zone ID,Number of Vehicles Involved,Location of First Harmful Event,Weather Condition,Light Conditions,Traffic Control Device,Traffic Control Type,Roadway Alignment,Roadway Surface Condition,Roadway Surface type,Roadway Description,Roadway defects,Relation to Roadway,Intersection Type,Work Zone Related,Workers Present in Work Zone,Work Zone Location,Work Zone Type,School Zone,Type of Collision,Location 1
2016005402.0,02/12/2016,726,FRI,AUBURN DR,200 Feet From,4.0,420.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,MAIN-LINE ROADWAY,NOT AT INTERSECTION,NO,,,,NO,REAR END,"1000 MILITARY HY S
VIRGINIA BEACH, VA
(36.810773, -76.218157)"
2016006957.0,02/23/2016,1726,TUE,REON DR,75 Feet From,4.0,420.0,2,ON ROADWAY,RAIN,DUSK,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,WET,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,REAR END,"5900 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.809603, -76.199786)"
2016036837.0,09/03/2016,2250,SAT,EAGLEWOOD DR,25 Feet From,1.0,123.0,1,MEDIAN,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,CONCRETE,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,INTERSECTION-RELATED-WITHIN 150`,FOUR APPROACHES,NO,,,,NO,FIXED OBJECT-OFF ROAD,"1398 OCEANA BL
VIRGINIA BEACH, VA
(36.794425, -75.99812)"
2016022960.0,06/07/2016,1805,TUE,100 57TH ST,15 Feet From,2.0,226.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,MAIN-LINE ROADWAY,TWO APPROACHES,,,,,NO,ANGLE,"5700 ATLANTIC AVE
VIRGINIA BEACH, VA
(36.883339, -75.986554)"
2016012874.0,04/04/2016,1441,MON,CRANSTON LA,150 Feet From,3.0,321.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,MAIN-LINE ROADWAY,NOT AT INTERSECTION,NO,,,,NO,OTHER,"3201 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.842604, -76.082082)"
2016011207.0,03/24/2016,1756,THU,264 E NO,25 Feet From,2.0,226.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,GRADE-CURVE,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,ON ENTRANCE/EXIT RAMP,NOT AT INTERSECTION,NO,,,,NO,REAR END,"400 BIRDNECK RD
VIRGINIA BEACH, VA
(36.844378, -75.995689)"
2016001450.0,01/12/2016,1224,TUE,JERICHO RD,500 Feet From,3.0,323.0,3,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,MAIN-LINE ROADWAY,NOT AT INTERSECTION,NO,,,,NO,ANGLE,"629 INDEPENDENCE BL
VIRGINIA BEACH, VA
(36.855095, -76.135095)"
2016024058.0,06/14/2016,1742,TUE,CORPORATE PARK LA,300 Feet From,3.0,324.0,0,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,REAR END,"VIRGINIA BEACH BL
VIRGINIA BEACH, VA
"
2016052000.0,12/21/2016,1205,WED,VIKING DR,100 Feet From,1.0,127.0,5,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,REAR END,"599 LYNNHAVEN PW
VIRGINIA BEACH, VA
(36.829429, -76.067368)"
2016049466.0,12/02/2016,1310,FRI,300 EDWIN DR,50 Feet From,4.0,426.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,REAR END,"400 INDEPENDENCE BL S
VIRGINIA BEACH, VA
(36.828632, -76.134522)"
2016038600.0,09/16/2016,1030,FRI,LAKE EDWARD DR,500 Feet From,3.0,325.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,CONCRETE,"TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,MAIN-LINE ROADWAY,NOT AT INTERSECTION,NO,,,,NO,ANGLE,"530 NEWTOWN RD
VIRGINIA BEACH, VA
(36.857648, -76.176639)"
2016031726.0,08/01/2016,1400,MON,BRANDON BL,30 Feet From,4.0,421.0,3,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,REAR END,"1500 CENTERVILLE TP
VIRGINIA BEACH, VA
(36.791066, -76.196656)"
2016034393.0,08/19/2016,916,FRI,CENTRAL DR,50 Feet From,1.0,127.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,REAR END,"559 LONDON BRIDGE RD
VIRGINIA BEACH, VA
(36.823905, -76.052208)"
2016022282.0,06/03/2016,1512,FRI,CRANSTON LA,75 Feet From,3.0,321.0,0,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,MAIN-LINE ROADWAY,NOT AT INTERSECTION,NO,,,,NO,REAR END,"3201 VIRGINIA BEACH BLVD
VIRGINIA BEACH, VA
(36.842604, -76.082082)"
2016024972.0,06/20/2016,1450,MON,400 KING RICHARD RD,200 Feet From,3.0,321.0,0,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,REAR END,"3300 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.842183, -76.086454)"
2016030842.0,07/26/2016,1655,TUE,PLAZA TL S,200 Feet From,4.0,427.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,MAIN-LINE ROADWAY,NOT AT INTERSECTION,NO,,,,NO,REAR END,"4239 HOLLAND RD
VIRGINIA BEACH, VA
(36.820223, -76.121571)"
2016051041.0,12/14/2016,1508,WED,HOLLAND RD,100 Feet From,4.0,428.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,MAIN-LINE ROADWAY,NOT AT INTERSECTION,NO,,,,NO,ANGLE,"ROSEMONT RD S
VIRGINIA BEACH, VA
"
2016049250.0,12/01/2016,810,THU,GREAT NECK RD N,150 Feet From,2.0,222.0,3,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,INTERSECTION-RELATED-WITHIN 150`,FOUR APPROACHES,NO,,,,NO,SIDESWIPE-SAME DIRECTION,"VIRGINIA BEACH
VIRGINIA BEACH, VA
"
2016004908.0,02/08/2016,715,MON,,150 Feet From,2.0,228.0,3,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAWN,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,REAR END,"900 OCEANA BL
VIRGINIA BEACH, VA
(36.810375, -76.004679)"
2016018306.0,05/09/2016,1755,MON,264 NO,50 Feet From,1.0,127.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,ACCELERATION/DECELERATION LANES,NOT AT INTERSECTION,NO,,,,NO,REAR END,"LYNNHAVEN PW
VIRGINIA BEACH, VA
"
2016032131.0,08/04/2016,810,THU,OCEANA BL,500 Feet From,1.0,123.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,MAIN-LINE ROADWAY,NOT AT INTERSECTION,NO,,,,NO,REAR END,"1300 GENERAL BOOTH BL
VIRGINIA BEACH, VA
(36.793727, -75.995316)"
2016028669.0,07/12/2016,1638,TUE,DIAMOND SPRINGS RD,300 Feet From,3.0,331.0,0,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,CONCRETE,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,NON-COLLISION,"4600 NORTHAMPTON BLVD
VIRGINIA BEACH, VA
(36.89478, -76.157664)"
2016005269.0,02/11/2016,818,THU,CAPTAINS RN,300 Feet From,4.0,421.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,ANGLE,"1500 KEMPSVILLE RD
VIRGINIA BEACH, VA
(36.792819, -76.17788)"
2016035924.0,08/28/2016,1626,SUN,FIRST COLONIAL RD,200 Feet From,2.0,221.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,MAIN-LINE ROADWAY,NOT AT INTERSECTION,NO,,,,NO,ANGLE,"1345 GREAT NECK RD N
VIRGINIA BEACH, VA
(36.87712, -76.040794)"
2016013217.0,04/07/2016,749,THU,TILDEN PL,10 Feet From,2.0,222.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,BACKED INTO,"714 BILTMORE DR
VIRGINIA BEACH, VA
(36.852081, -76.040533)"
2016015371.0,04/21/2016,817,THU,COLUMBUS ST,0.20 Miles From,3.0,324.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,INTERSECTION-RELATED-OUTSIDE 150`,TWO APPROACHES,NO,,,,NO,REAR END,"122 INDEPENDENCE BL
VIRGINIA BEACH, VA
(36.841606, -76.136716)"
2016050691.0,12/12/2016,851,MON,DAM NECK RD,300 Feet From,1.0,125.0,3,ON ROADWAY,RAIN,DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,WET,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,REAR END,"3500 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.778383, -76.095374)"
2016045992.0,11/06/2016,1638,SUN,S PLAZA TRL,150 Feet From,4.0,426.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,INTERSECTION-RELATED-WITHIN 150`,FOUR APPROACHES,NO,,,,NO,REAR END,"4499 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.802643, -76.132263)"
2016005771.0,02/15/2016,735,MON,LONDON BRIDGE RD,200 Feet From,1.0,124.0,1,MEDIAN,SNOW,DAYLIGHT,YES-WORKING,OTHER,STRAIGHT-LEVEL,ICY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,FIXED OBJECT-OFF ROAD,"TOWER BRIDGE LO
VIRGINIA BEACH, VA
"
2016050654.0,12/11/2016,2140,SUN,NAUTICUS CI,25 Feet From,1.0,123.0,10,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,OTHER,"HARPERS RD
VIRGINIA BEACH, VA
"
2016030479.0,07/24/2016,948,SUN,RED TIDE RD,50 Feet From,2.0,220.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,MAIN-LINE ROADWAY,NOT AT INTERSECTION,NO,,,,NO,SIDESWIPE-SAME DIRECTION,"2946 SHORE DR
VIRGINIA BEACH, VA
(36.911005, -76.073228)"
2016004234.0,02/03/2016,820,WED,WITCHDUCK RD S,.10 Miles From,4.0,423.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,CURVE-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,HEAD ON,"5200 GREENWICH RD
VIRGINIA BEACH, VA
(36.838811, -76.161571)"
2016006218.0,02/18/2016,1645,THU,PAGE AVE,700 Feet From,2.0,220.0,3,ON ROADWAY,RAIN,DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,WET,CONCRETE,"TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",RESTRICTED WIDTH,MAIN-LINE ROADWAY,NOT AT INTERSECTION,YES,NO WORKERS PRESENT,TRANSITION AREA,INTERMITTENT OR MOVING WORK,YES-WITH SCHOOL ACTIVITY,REAR END,"3400 SHORE DR
VIRGINIA BEACH, VA
(36.907679, -76.093845)"
2016034802.0,08/21/2016,1755,SUN,OLD GREAT NECK RD,Yes,2.0,222.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,WITHIN INTERSECTION,TWO APPROACHES,NO,,,,NO,ANGLE,"GREAT NECK RD N
VIRGINIA BEACH, VA
"
2016014407.0,04/14/2016,1906,THU,LASKIN RD,75 Feet From,2.0,222.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,ANGLE,"FIRST COLONIAL RD
VIRGINIA BEACH, VA
"
2016051913.0,12/20/2016,1801,TUE,EDWIN DR,800 Feet From,4.0,426.0,3,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,REAR END,"4770 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.815451, -76.144885)"
2016016744.0,04/29/2016,2004,FRI,DUPLIN ST,500 Feet From,1.0,129.0,1,ROADSIDE,MIST,DARKNESS-ROAD LIGHTED,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,CURVE-LEVEL,WET,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, NOT DIVIDED",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,FIXED OBJECT-OFF ROAD,"3509 CLUB HOUSE RD
VIRGINIA BEACH, VA
(36.824573, -76.091975)"
2016000783.0,01/06/2016,2116,WED,INDIAN RIVER RD,200 Feet From,4.0,422.0,1,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,PEDESTRIAN,"1426 KEMPSVILLE RD
VIRGINIA BEACH, VA
(36.795972, -76.175507)"
2016003458.0,01/28/2016,1926,THU,BONNEY RD,50 Feet From,3.0,324.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,NO TRAFFIC CONTROL DEVICE PRESENT,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,MAIN-LINE ROADWAY,NOT AT INTERSECTION,NO,,,,NO,REAR END,"200 INDEPENDENCE BL S
VIRGINIA BEACH, VA
(36.830883, -76.13735)"
2016010610.0,03/20/2016,1612,SUN,ROSEMONT RD N,150 Feet From,3.0,321.0,2,ON ROADWAY,RAIN,DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,WET,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,MAIN-LINE ROADWAY,NOT AT INTERSECTION,NO,,,,NO,ANGLE,"3663 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.8403, -76.097852)"
2016010905.0,03/22/2016,1640,TUE,GREAT NECK RD N,100 Feet From,2.0,221.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,ANGLE,"1600 MILL DAM RD
VIRGINIA BEACH, VA
"
2016050023.0,12/06/2016,1736,TUE,KEENER LA,100 Feet From,4.0,426.0,2,ON ROADWAY,RAIN,DARKNESS-ROAD LIGHTED,YES-NOT WORKING,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,WET,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,REAR END,"400 INDEPENDENCE BL S
VIRGINIA BEACH, VA
(36.828632, -76.134522)"
2016035405.0,08/25/2016,1430,THU,,300 Feet From,3.0,324.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,SIDESWIPE-SAME DIRECTION,"INDEPENDENCE BL
VIRGINIA BEACH, VA
"
2016014012.0,04/11/2016,2349,MON,CAVERSHAM MW,Feet From,2.0,220.0,1,SHOULDER,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,FIXED OBJECT-OFF ROAD,"4704 SHORE DR
VIRGINIA BEACH, VA
(36.903998, -76.13242)"
2016001130.0,01/09/2016,1352,SAT,WESLEYAN DR,50 Feet From,3.0,326.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC SIGNAL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,REAR END,"896 DIAMOND SPRINGS RD
VIRGINIA BEACH, VA
(36.870657, -76.17177)"
2016016131.0,04/25/2016,1510,MON,VIRGINIA BEACH BL,100 Feet From,3.0,325.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER",NO DEFECTS,MAIN-LINE ROADWAY,NOT AT INTERSECTION,NO,,,,NO,ANGLE,"300 WITCHDUCK RD N
VIRGINIA BEACH, VA
(36.845736, -76.156352)"
2016006115.0,02/17/2016,2147,WED,LUCK LA,75 Feet From,4.0,421.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DARKNESS-ROAD LIGHTED,NO TRAFFIC CONTROL DEVICE PRESENT,NO TRAFFIC CONTROL,STRAIGHT-LEVEL,DRY,CONCRETE,"TWO-WAY, NOT DIVIDED",NO DEFECTS,NON-INTERSECTION,NOT AT INTERSECTION,NO,,,,NO,ANGLE,"1749 POMPEY ST
VIRGINIA BEACH, VA
(36.787025, -76.192429)"
2016052629.0,12/27/2016,1504,TUE,HOLLAND RD,100 Feet From,4.0,428.0,2,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,TRAFFIC LANES MARKED,STRAIGHT-LEVEL,DRY,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,MAIN-LINE ROADWAY,NOT AT INTERSECTION,NO,,,,NO,ANGLE,"800 ROSEMONT RD S
VIRGINIA BEACH, VA
(36.812748, -76.098059)"
2016012628.0,04/02/2016,1708,SAT,SECOND ST,Yes,3.0,323.0,0,ON ROADWAY,NO ADVERSE CONDITION (CLEAR/CLOUDY),DAYLIGHT,YES-WORKING,STOP SIGN,STRAIGHT-LEVEL,WET,"BLACKTOP, ASPHALT, BITUMINOUS","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN",NO DEFECTS,WITHIN INTERSECTION,FOUR APPROACHES,NO,,,,NO,ANGLE,"VIRGINIA BEACH BL
VIRGINIA BEACH, VA
"
